Year,Term,Subject,Number,Name,Description,Credit Hours,Section Info,Section Title,Section Credit Hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,500,LLM Legal Writing and Research,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.",2 hours.,Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program.,GRAD Legal Writing & Research,2 hours
2026,Spring,LAW,501,Professional Responsibility,"This course concerns itself with the laws, regulations, and customs that govern the legal profession in the United States, and considers those matters in the context of an increasingly globalized legal profession. Students will be expected to attend class, review the assigned reading before class, participate in class discussions and exercises, complete written assignments, and examinations.",3 OR 4 hours.,"Students will be expected to attend class, review the assigned reading before class, participate in class discussions and exercises, complete written assignments, and examinations.",Professional Resp (GRAD),4 hours
2026,Spring,LAW,599,Thesis Research,Approved for S/U grading only.,0 TO 16 hours.,Approved for S/U grading only.,,
2026,Spring,LAW,599,Thesis Research,Approved for S/U grading only.,0 TO 16 hours.,Approved for S/U grading only.,,
2026,Spring,LAW,599,Thesis Research,Approved for S/U grading only.,0 TO 16 hours.,Approved for S/U grading only.,,
2026,Spring,LAW,599,Thesis Research,Approved for S/U grading only.,0 TO 16 hours.,Approved for S/U grading only.,,
2026,Spring,LAW,599,Thesis Research,Approved for S/U grading only.,0 TO 16 hours.,Approved for S/U grading only.,,
2026,Spring,LAW,599,Thesis Research,Approved for S/U grading only.,0 TO 16 hours.,Approved for S/U grading only.,,
2026,Spring,LAW,599,Thesis Research,Approved for S/U grading only.,0 TO 16 hours.,Approved for S/U grading only.,,
2026,Spring,LAW,599,Thesis Research,Approved for S/U grading only.,0 TO 16 hours.,Approved for S/U grading only.,,
2026,Spring,LAW,600,Pro Bono Service,"Course carries no academic credit, but recognizes law students who provide at least sixty hours of pro bono legal service to the community. The sixty hours of service may be performed at any time during the student's three years of law school, and must be documented through reports to the Associate Dean for Academic Affairs. 0 graduate hours. 0 professional hours. Approved for S/U grading only. Students may enroll only with permission of the Associate Dean for Academic Affairs. Prerequisite: Enrollment in the J.D. or LL.M. program at the College of Law.",0 hours.,0 graduate hours. 0 professional hours. Approved for S/U grading only. Students may enroll only with permission of the Associate Dean for Academic Affairs. Prerequisite: Enrollment in the J.D. or LL.M. program at the College of Law.,,
2026,Spring,LAW,601,Contracts,"Enforceability of promises including unjust enrichment and reliance, offer and acceptance, mistake, unfairness and overreaching, unconscionability, Statute of Frauds, interpretation of contract language, conditions, and third party beneficiaries. 4 graduate hours. 4 professional hours.",4 hours.,4 graduate hours. 4 professional hours.,,4 hours
2026,Spring,LAW,601,Contracts,"Enforceability of promises including unjust enrichment and reliance, offer and acceptance, mistake, unfairness and overreaching, unconscionability, Statute of Frauds, interpretation of contract language, conditions, and third party beneficiaries. 4 graduate hours. 4 professional hours.",4 hours.,4 graduate hours. 4 professional hours.,,4 hours
2026,Spring,LAW,602,Property,"Basic first-year course in property law, required of all students. Provides an overview of law of the land, with incidental coverage of personal property; includes the concept of property, acquisition of private property, recognized property interests, and gratuitous transfer of property interests. 4 graduate hours. 4 professional hours.",4 hours.,4 graduate hours. 4 professional hours.,,4 hours
2026,Spring,LAW,602,Property,"Basic first-year course in property law, required of all students. Provides an overview of law of the land, with incidental coverage of personal property; includes the concept of property, acquisition of private property, recognized property interests, and gratuitous transfer of property interests. 4 graduate hours. 4 professional hours.",4 hours.,4 graduate hours. 4 professional hours.,,4 hours
2026,Spring,LAW,602,Property,"Basic first-year course in property law, required of all students. Provides an overview of law of the land, with incidental coverage of personal property; includes the concept of property, acquisition of private property, recognized property interests, and gratuitous transfer of property interests. 4 graduate hours. 4 professional hours.",4 hours.,4 graduate hours. 4 professional hours.,,4 hours
2026,Spring,LAW,602,Property,"Basic first-year course in property law, required of all students. Provides an overview of law of the land, with incidental coverage of personal property; includes the concept of property, acquisition of private property, recognized property interests, and gratuitous transfer of property interests. 4 graduate hours. 4 professional hours.",4 hours.,4 graduate hours. 4 professional hours.,,4 hours
2026,Spring,LAW,603,Torts,"Basic course in civil wrongs, including intentional torts (such as assault and battery), negligence (duty, unreasonable risk analysis, actual and proximate cause), and strict liability. 4 graduate hours. 4 professional hours. Prerequisite: Law students only.",4 hours.,4 graduate hours. 4 professional hours. Prerequisite: Law students only.,,4 hours
2026,Spring,LAW,603,Torts,"Basic course in civil wrongs, including intentional torts (such as assault and battery), negligence (duty, unreasonable risk analysis, actual and proximate cause), and strict liability. 4 graduate hours. 4 professional hours. Prerequisite: Law students only.",4 hours.,4 graduate hours. 4 professional hours. Prerequisite: Law students only.,,4 hours
